Date,Business Purpose,From,To,Miles,Category,Rate,Amount At Rate,Parking,Tolls,Vehicle,Notes
2025-07-31,Business,"4312 Burlington Rd, Greensboro, NC, 27405, United States","903 Apple St, Gibsonville, NC, 27249, United States",18.2,Business,0.7,12.74,0.0,0.0,🐎,Start: 15:45 · MileIQ
2025-07-31,Business,"512 Apple St, Gibsonville, NC, 27249, United States","916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",24.7,Business,0.7,17.29,0.0,0.0,🐎,Start: 17:15 · MileIQ
2025-07-31,Business,"916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States","107 New Chatham Rd, Siler City, NC, 27344, United States",43.5,Business,0.7,30.45,0.0,0.0,🐎,Start: 21:12 · MileIQ
2025-07-31,Business,"110 Loves Creek Church Rd, Siler City, NC, 27344, United States",home/office,4.1,Business,0.7,2.87,0.0,0.0,🐎,Start: 22:10 · MileIQ
2025-08-01,Business,"2200 W 3rd St, Siler City, NC, 27344, United States","916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",61.3,Business,0.7,42.91,0.0,0.0,🐎,Start: 09:47 · MileIQ
2025-08-01,Business,"620 Muirs Chapel Rd, Greensboro, NC, Hamilton Lakes, 27410, United States",home/office,43.9,Business,0.7,30.73,0.0,0.0,🐎,Start: 12:21 · MileIQ
2025-08-01,Business,"102 W 3rd St, Siler City, NC, 27344, United States","1320 E 11th St, Siler City, NC, 27344, United States",5.4,Business,0.7,3.78,0.0,0.0,🐎,Start: 14:23 · MileIQ
2025-08-01,Business,"1322 E 11th St, Siler City, NC, 27344, United States",home/office,2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 15:36 · MileIQ
2025-08-01,Business,home/office,"620 W Academy St, Randleman, NC, 27317, United States",25.4,Business,0.7,17.78,0.0,0.0,🐎,Start: 16:58 · MileIQ
2025-08-01,Business,"334 W Academy St, Randleman, NC, 27317, United States","367 Queens Way, Randleman, NC, 27317, United States",7.2,Business,0.7,5.04,0.0,0.0,🐎,Start: 17:40 · MileIQ
2025-08-01,Business,"4758 Old Greensboro Rd, Randleman, NC, 27317, United States","1126 W 3rd St, Siler City, NC, 27344, United States",29.9,Business,0.7,20.93,0.0,0.0,🐎,Start: 22:45 · MileIQ
2025-08-01,Business,"53 John Emerson Rd, Siler City, NC, 27344, United States",home/office,1.0,Business,0.7,0.7,0.0,0.0,🐎,Start: 23:42 · MileIQ
2025-08-03,Business,home/office,home/office,2.6,Business,0.7,1.82,0.0,0.0,🐎,Start: 10:04 · MileIQ
2025-08-03,Business,"1406 US-64, Siler City, NC, 27344, United States","900 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.8,Business,0.7,25.76,0.0,0.0,🐎,Start: 16:03 · MileIQ
2025-08-03,Business,"3928 Sedgebrook St, High Point, NC, 27265, United States",home/office,42.3,Business,0.7,29.61,0.0,0.0,🐎,Start: 20:38 · MileIQ
2025-08-04,Business,"2200 W 3rd St, Siler City, NC, 27344, United States","722 Lake Forest Dr, New London, NC, 28127, United States",56.5,Business,0.7,39.55,0.0,0.0,🐎,Start: 09:27 · MileIQ
2025-08-04,Business,"555 Lake Forest Dr, New London, NC, 28127, United States","367 Queens Way, Randleman, NC, 27317, United States",40.2,Business,0.7,28.14,0.0,0.0,🐎,Start: 12:32 · MileIQ
2025-08-04,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,27.1,Business,0.7,18.97,0.0,0.0,🐎,Start: 18:45 · MileIQ
2025-08-04,Business,home/office,home/office,2.6,Business,0.7,1.82,0.0,0.0,🐎,Start: 20:08 · MileIQ
2025-08-04,Business,home/office,home/office,0.5,Business,0.7,0.35,0.0,0.0,🐎,Start: 20:56 · MileIQ
2025-08-05,Business,home/office,home/office,2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 15:49 · MileIQ
2025-08-06,Business,"1205 W 3rd St, Siler City, NC, 27344, United States","150 Walmart Supercenter, Siler City, NC, 27344, United States",14.1,Business,0.7,9.87,0.0,0.0,🐎,Start: 17:21 · MileIQ
2025-08-06,Business,"1703 E 11th St, Siler City, NC, 27344, United States",home/office,4.6,Business,0.7,3.22,0.0,0.0,🐎,Start: 18:09 · MileIQ
2025-08-07,Business,home/office,home/office,5.2,Business,0.7,3.64,0.0,0.0,🐎,Start: 17:29 · MileIQ
2025-08-09,Business,"146 Headen Rd, Siler City, NC, 27344, United States","2762 E Old Hwy 64, Lexington, NC, 27292, United States",45.4,Business,0.7,31.78,0.0,0.0,🐎,Start: 22:55 · MileIQ
2025-08-10,Business,"3077 E Old Hwy 64, Lexington, NC, 27292, United States",home/office,49.9,Business,0.7,34.93,0.0,0.0,🐎,Start: 01:12 · MileIQ
2025-08-10,Business,home/office,home/office,2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 13:23 · MileIQ
2025-08-10,Business,"53 John Emerson Rd, Siler City, NC, 27344, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",39.8,Business,0.7,27.86,0.0,0.0,🐎,Start: 16:09 · MileIQ
2025-08-10,Business,"1300 S Holden Rd, Greensboro, NC, Hunter Hills, 27407, United States","907 N Cottage Grove Ave, Siler City, NC, 27344, United States",35.6,Business,0.7,24.92,0.0,0.0,🐎,Start: 19:54 · MileIQ
2025-08-10,Business,"915 N 2nd Ave, Siler City, NC, 27344, United States",home/office,2.1,Business,0.7,1.47,0.0,0.0,🐎,Start: 21:18 · MileIQ
2025-08-11,Business,"2200 W 3rd St, Siler City, NC, 27344, United States","367 Queens Way, Randleman, NC, 27317, United States",26.8,Business,0.7,18.76,0.0,0.0,🐎,Start: 14:56 · MileIQ
2025-08-11,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,30.4,Business,0.7,21.28,0.0,0.0,🐎,Start: 19:14 · MileIQ
2025-08-12,Business,"53 John Emerson Rd, Siler City, NC, 27344, United States","4191 Old U.S. Hwy 421 N, Siler City, NC, 27344, United States",7.8,Business,0.7,5.46,0.0,0.0,🐎,Start: 20:34 · MileIQ
2025-08-12,Business,"4192 Old US 421 S, Bear Creek, NC, Siler City, 27207, United States",home/office,8.0,Business,0.7,5.6,0.0,0.0,🐎,Start: 21:59 · MileIQ
2025-08-13,Business,home/office,home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 18:15 · MileIQ
2025-08-15,Business,home/office,home/office,29.0,Business,0.7,20.3,0.0,0.0,🐎,Start: 08:49 · MileIQ
2025-08-15,Business,"2200 W 3rd St, Siler City, NC, 27344, United States","776 W Dixie Dr, Asheboro, NC, 27205, United States",24.9,Business,0.7,17.43,0.0,0.0,🐎,Start: 09:37 · MileIQ
2025-08-15,Business,"776 W Dixie Dr, Asheboro, NC, 27205, United States",home/office,26.5,Business,0.7,18.55,0.0,0.0,🐎,Start: 11:23 · MileIQ
2025-08-15,Business,home/office,home/office,9.4,Business,0.7,6.58,0.0,0.0,🐎,Start: 12:40 · MileIQ
2025-08-15,Business,home/office,"1102 N 2nd Ave, Siler City, NC, 27344, United States",4.0,Business,0.7,2.8,0.0,0.0,🐎,Start: 16:53 · MileIQ
2025-08-15,Business,"2200 W 3rd St, Siler City, NC, 27344, United States","367 Queens Way, Randleman, NC, 27317, United States",26.8,Business,0.7,18.76,0.0,0.0,🐎,Start: 17:59 · MileIQ
2025-08-15,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,24.4,Business,0.7,17.08,0.0,0.0,🐎,Start: 22:18 · MileIQ
2025-08-17,solicitation,"1548 W 3rd St, Siler City, NC, 27344, United States","900 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",39.8,Business,0.7,27.86,0.0,0.0,🐎,Start: 16:16 · MileIQ
2025-08-17,Business,"1126 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","919 N 2nd Ave, Siler City, NC, 27344, United States",35.2,Business,0.7,24.64,0.0,0.0,🐎,Start: 19:39 · MileIQ
2025-08-17,Business,"501 N 2nd Ave, Siler City, NC, 27344, United States",home/office,2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 22:49 · MileIQ
2025-08-18,Business,"53 John Emerson Rd, Siler City, NC, 27344, United States",home/office,4.0,Business,0.7,2.8,0.0,0.0,🐎,Start: 11:58 · MileIQ
2025-08-18,Business,home/office,"735 W Dixie Dr, Asheboro, NC, 27205, United States",20.6,Business,0.7,14.42,0.0,0.0,🐎,Start: 12:21 · MileIQ
2025-08-18,Business,"776 W Dixie Dr, Asheboro, NC, 27205, United States",home/office,57.8,Business,0.7,40.46,0.0,0.0,🐎,Start: 13:57 · MileIQ
2025-08-18,Business,home/office,home/office,6.3,Business,0.7,4.41,0.0,0.0,🐎,Start: 17:37 · MileIQ
2025-08-19,Business,home/office,"758 W Dixie Dr, Asheboro, NC, 27205, United States",59.6,Business,0.7,41.72,0.0,0.0,🐎,Start: 09:09 · MileIQ
2025-08-19,Business,"776 W Dixie Dr, Asheboro, NC, 27205, United States",home/office,20.9,Business,0.7,14.63,0.0,0.0,🐎,Start: 11:27 · MileIQ
2025-08-19,Business,"119 E 2nd St, Siler City, NC, Pittsboro, 27344, United States",high falls oil,43.8,Business,0.7,30.66,0.0,0.0,🐎,Start: 12:19 · MileIQ
2025-08-19,Business,high falls oil,home/office,37.1,Business,0.7,25.97,0.0,0.0,🐎,Start: 14:02 · MileIQ
2025-08-19,Business,home/office,"364 Queens Way, Randleman, NC, 27317, United States",26.5,Business,0.7,18.55,0.0,0.0,🐎,Start: 15:58 · MileIQ
2025-08-19,Business,"367 Queens Way, Randleman, NC, 27317, United States","806 W Dixie Dr, Asheboro, NC, 27203, United States",15.5,Business,0.7,10.85,0.0,0.0,🐎,Start: 17:12 · MileIQ
2025-08-19,Business,"543 W Dixie Dr, Asheboro, NC, 27203, United States","367 Queens Way, Randleman, NC, 27317, United States",14.2,Business,0.7,9.94,0.0,0.0,🐎,Start: 17:44 · MileIQ
2025-08-19,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,25.9,Business,0.7,18.13,0.0,0.0,🐎,Start: 19:30 · MileIQ
2025-08-20,Business,home/office,"102 W 3rd St, Siler City, NC, 27344, United States",1.5,Business,0.7,1.05,0.0,0.0,🐎,Start: 08:26 · MileIQ
2025-08-20,Business,"409 W 3rd St, Siler City, NC, 27344, United States",home/office,1.9,Business,0.7,1.33,0.0,0.0,🐎,Start: 08:45 · MileIQ
2025-08-20,Business,home/office,"1605 E 11th St, Siler City, NC, 27344, United States",3.0,Business,0.7,2.1,0.0,0.0,🐎,Start: 12:03 · MileIQ
2025-08-20,Business,"1605 E 11th St, Siler City, NC, 27344, United States",home/office,3.4,Business,0.7,2.38,0.0,0.0,🐎,Start: 12:39 · MileIQ
2025-08-21,Business,home/office,"112 Walmart Supercenter, Siler City, NC, 27344, United States",3.9,Business,0.7,2.73,0.0,0.0,🐎,Start: 18:32 · MileIQ
2025-08-21,Business,"150 Walmart Supercenter, Siler City, NC, 27344, United States","910 N 2nd Ave, Siler City, NC, 27344, United States",2.7,Business,0.7,1.89,0.0,0.0,🐎,Start: 19:01 · MileIQ
2025-08-21,Business,"915 N 2nd Ave, Siler City, NC, 27344, United States",home/office,2.1,Business,0.7,1.47,0.0,0.0,🐎,Start: 19:45 · MileIQ
2025-08-24,Meeting,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",40.8,Business,0.7,28.56,0.0,0.0,🐎,Start: 16:21 · MileIQ
2025-08-24,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","2210 New Castle Rd, Greensboro, NC, Clinton Heights, 27406, United States",5.1,Business,0.7,3.57,0.0,0.0,🐎,Start: 19:31 · MileIQ
2025-08-24,Business,"1835 Muncey Ln, Greensboro, NC, 27401, United States","806 Apple St, Gibsonville, NC, 27249, United States",18.9,Business,0.7,13.23,0.0,0.0,🐎,Start: 19:50 · MileIQ
2025-08-25,Business,"903 Apple St, Gibsonville, NC, 27249, United States",home/office,34.6,Business,0.7,24.22,0.0,0.0,🐎,Start: 04:09 · MileIQ
2025-08-25,Business,home/office,home/office,2.3,Business,0.7,1.61,0.0,0.0,🐎,Start: 12:14 · MileIQ
2025-08-26,Business,home/office,"722 Lake Forest Dr, New London, NC, 28127, United States",50.9,Business,0.7,35.63,0.0,0.0,🐎,Start: 08:30 · MileIQ
2025-08-26,Business,"722 Lake Forest Dr, New London, NC, 28127, United States","367 Queens Way, Randleman, NC, 27317, United States",39.8,Business,0.7,27.86,0.0,0.0,🐎,Start: 15:58 · MileIQ
2025-08-26,Business,"367 Queens Way, Randleman, NC, 27317, United States","6770 Jordan Rd, Ramseur, NC, 27316, United States",15.7,Business,0.7,10.99,0.0,0.0,🐎,Start: 20:42 · MileIQ
2025-08-26,Business,"6770 Jordan Rd, Ramseur, NC, 27316, United States","1754 W 3rd St, Siler City, NC, 27344, United States",9.9,Business,0.7,6.93,0.0,0.0,🐎,Start: 21:14 · MileIQ
2025-08-27,Business,home/office,"14148 US-64, Siler City, NC, 27344, United States",14.3,Business,0.7,10.01,0.0,0.0,🐎,Start: 11:18 · MileIQ
2025-08-27,Business,"14148 US-64, Siler City, NC, 27344, United States","103 Muirs Chapel Rd, Greensboro, NC, 27410, United States",38.3,Business,0.7,26.81,0.0,0.0,🐎,Start: 11:33 · MileIQ
2025-08-27,Business,"103 Muirs Chapel Rd, Greensboro, NC, 27410, United States","6814 W Market St, Greensboro, NC, 27409, United States",3.4,Business,0.7,2.38,0.0,0.0,🐎,Start: 12:37 · MileIQ
2025-08-27,Business,"6814 W Market St, Greensboro, NC, 27409, United States","722 Lake Forest Dr, New London, NC, 28127, United States",64.3,Business,0.7,45.01,0.0,0.0,🐎,Start: 13:13 · MileIQ
2025-08-27,Business,"722 Lake Forest Dr, New London, NC, 28127, United States","1002 N 2nd Ave, Siler City, NC, 27344, United States",51.1,Business,0.7,35.77,0.0,0.0,🐎,Start: 16:39 · MileIQ
2025-08-27,Business,"915 N 2nd Ave, Siler City, NC, 27344, United States","915 N 2nd Ave, Siler City, NC, 27344, United States",3.8,Business,0.7,2.66,0.0,0.0,🐎,Start: 18:26 · MileIQ
2025-08-27,Business,"915 N 2nd Ave, Siler City, NC, 27344, United States",home/office,4.7,Business,0.7,3.29,0.0,0.0,🐎,Start: 22:11 · MileIQ
2025-08-28,Business,home/office,"3813 Amber Way Cir SW, Roanoke, VA, 24018, United States",152.5,Business,0.7,106.75,0.0,0.0,🐎,Start: 11:43 · MileIQ
2025-08-28,Business,"3804 Amber Way Cir SW, Roanoke, VA, 24018, United States","525 Dan Valley Rd, Madison, NC, Stoneville, 27025, United States",74.6,Business,0.7,52.22,0.0,0.0,🐎,Start: 15:40 · MileIQ
2025-08-28,Business,"525 Dan Valley Rd, Madison, NC, Stoneville, 27025, United States",home/office,68.1,Business,0.7,47.67,0.0,0.0,🐎,Start: 17:04 · MileIQ
2025-08-29,Business,home/office,home/office,2.5,Business,0.7,1.75,0.0,0.0,🐎,Start: 12:00 · MileIQ
2025-08-29,Business,home/office,"1671 W 3rd St, Siler City, NC, 27344, United States",2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 19:40 · MileIQ
2025-08-30,Business,home/office,"722 Lake Forest Dr, New London, NC, 28127, United States",51.0,Business,0.7,35.7,0.0,0.0,🐎,Start: 11:56 · MileIQ
2025-08-30,Customer Visit,"722 Lake Forest Dr, New London, NC, 28127, United States","1631 Cotton Grove Rd, Lexington, NC, 27292, United States",27.6,Business,0.7,19.32,0.0,0.0,🐎,Start: 14:57 · MileIQ
2025-08-30,Business,"106 Cedar Ln Dr, Lexington, NC, 27292, United States",home/office,57.3,Business,0.7,40.11,0.0,0.0,🐎,Start: 15:55 · MileIQ
2025-08-31,Business,home/office,"5727 US-421, Staley, NC, 27355, United States",8.9,Business,0.7,6.23,0.0,0.0,🐎,Start: 17:06 · MileIQ
2025-08-31,Business,"4844 State Hwy 49, Liberty, NC, 27298, United States",home/office,11.6,Business,0.7,8.12,0.0,0.0,🐎,Start: 18:22 · MileIQ
2025-08-31,Business,home/office,"4844 State Hwy 49, Liberty, NC, 27298, United States",12.0,Business,0.7,8.4,0.0,0.0,🐎,Start: 19:07 · MileIQ
2025-08-31,Business,"4844 State Hwy 49, Liberty, NC, 27298, United States",home/office,11.8,Business,0.7,8.26,0.0,0.0,🐎,Start: 19:36 · MileIQ
2025-09-02,Business,home/office,"1678 W 3rd St, Siler City, NC, 27344, United States",2.4,Business,0.7,1.68,0.0,0.0,🐎,Start: 17:17 · MileIQ
2025-09-03,Business,"2200 W 3rd St, Siler City, NC, 27344, United States","215 Cedar Lodge Rd, Thomasville, NC, 27360, United States",47.5,Business,0.7,33.25,0.0,0.0,🐎,Start: 09:25 · MileIQ
2025-09-03,Business,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States","722 Lake Forest Dr, New London, NC, 28127, United States",29.1,Business,0.7,20.37,0.0,0.0,🐎,Start: 11:12 · MileIQ
2025-09-03,Business,"722 Lake Forest Dr, New London, NC, 28127, United States",home/office,61.4,Business,0.7,42.98,0.0,0.0,🐎,Start: 12:37 · MileIQ
2025-09-03,Business,home/office,"1754 W 3rd St, Siler City, NC, 27344, United States",7.4,Business,0.7,5.18,0.0,0.0,🐎,Start: 20:13 · MileIQ
2025-09-04,Business,home/office,"40 E Chatham St, Pittsboro, NC, 27312, United States",19.3,Business,0.7,13.51,0.0,0.0,🐎,Start: 07:34 · MileIQ
2025-09-04,Business,"40 E Chatham St, Pittsboro, NC, 27312, United States","300 Walmart Supercenter, Siler City, NC, 27344, United States",16.3,Business,0.7,11.41,0.0,0.0,🐎,Start: 09:32 · MileIQ
2025-09-04,Business,"150 Walmart Supercenter, Siler City, NC, 27344, United States",home/office,4.0,Business,0.7,2.8,0.0,0.0,🐎,Start: 10:14 · MileIQ
2025-09-05,Business,home/office,home/office,3.1,Business,0.7,2.17,0.0,0.0,🐎,Start: 08:04 · MileIQ
2025-09-05,Business,"53 John Emerson Rd, Siler City, NC, 27344, United States",high falls oil,76.3,Business,0.7,53.41,0.0,0.0,🐎,Start: 09:28 · MileIQ
2025-09-05,Business,"4325 Burlington Rd, Greensboro, NC, 27405, United States","916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",11.4,Business,0.7,7.98,0.0,0.0,🐎,Start: 12:23 · MileIQ
2025-09-05,Business,"916 Meade Dr, Greensboro, NC, Hamilton Hills, 27410, United States",home/office,44.2,Business,0.7,30.94,0.0,0.0,🐎,Start: 13:26 · MileIQ
2025-09-06,Business,home/office,"181 Badin Lake Rd, New London, NC, 28127, United States",47.3,Business,0.7,33.11,0.0,0.0,🐎,Start: 11:37 · MileIQ
2025-09-06,Business,"181 Badin Lake Rd, New London, NC, 28127, United States","678 Lake Forest Dr, New London, NC, 28127, United States",3.5,Business,0.7,2.45,0.0,0.0,🐎,Start: 12:38 · MileIQ
2025-09-06,Business,"722 Lake Forest Dr, New London, NC, 28127, United States","5635 US-64, Ramseur, NC, 27316, United States",38.5,Business,0.7,26.95,0.0,0.0,🐎,Start: 13:50 · MileIQ
2025-09-06,Business,"6450 Jordan Rd, Ramseur, NC, 27316, United States",home/office,10.2,Business,0.7,7.14,0.0,0.0,🐎,Start: 14:42 · MileIQ
2025-09-06,Business,home/office,"311 N 2nd Ave, Siler City, NC, 27344, United States",1.6,Business,0.7,1.12,0.0,0.0,🐎,Start: 15:14 · MileIQ
2025-09-06,Business,"131 Siler Crossing, Siler City, NC, 27344, United States",home/office,3.1,Business,0.7,2.17,0.0,0.0,🐎,Start: 15:42 · MileIQ
2025-09-07,Meeting,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",37.1,Business,0.7,25.97,0.0,0.0,🐎,Start: 17:02 · MileIQ
2025-09-07,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","4002 Elton Way, Greensboro, NC, 27406, United States",7.2,Business,0.7,5.04,0.0,0.0,🐎,Start: 19:41 · MileIQ
2025-09-07,Business,"4002 Elton Way, Greensboro, NC, 27406, United States","915 N 2nd Ave, Siler City, NC, 27344, United States",28.2,Business,0.7,19.74,0.0,0.0,🐎,Start: 20:11 · MileIQ
2025-09-07,Business,"915 N 2nd Ave, Siler City, NC, 27344, United States",home/office,2.1,Business,0.7,1.47,0.0,0.0,🐎,Start: 21:15 · MileIQ
2025-09-08,Business,home/office,home/office,3.2,Business,0.7,2.24,0.0,0.0,🐎,Start: 13:04 · MileIQ
2025-09-08,Business,home/office,high falls oil,81.4,Business,0.7,56.98,0.0,0.0,🐎,Start: 13:41 · MileIQ
2025-09-08,Business,high falls oil,"1483 Rankin Mill Rd, McLeansville, NC, 27301, United States",4.0,Business,0.7,2.8,0.0,0.0,🐎,Start: 16:48 · MileIQ
2025-09-08,Business,"2522 Huffine Mill Rd, McLeansville, NC, 27301, United States","300 Walmart Supercenter, Siler City, NC, 27344, United States",46.0,Business,0.7,32.2,0.0,0.0,🐎,Start: 17:02 · MileIQ
2025-09-08,Business,"112 Walmart Supercenter, Siler City, NC, 27344, United States",home/office,5.5,Business,0.7,3.85,0.0,0.0,🐎,Start: 17:49 · MileIQ
2025-09-08,Business,home/office,home/office,6.7,Business,0.7,4.69,0.0,0.0,🐎,Start: 19:17 · MileIQ
2025-09-09,Business,home/office,"197 Thistle Ln, Thomasville, NC, 27360, United States",50.1,Business,0.7,35.07,0.0,0.0,🐎,Start: 10:32 · MileIQ
2025-09-09,Business,"215 Cedar Lodge Rd, Thomasville, NC, 27360, United States","722 Lake Forest Dr, New London, NC, 28127, United States",36.0,Business,0.7,25.2,0.0,0.0,🐎,Start: 13:44 · MileIQ
2025-09-09,Business,"722 Lake Forest Dr, New London, NC, 28127, United States",home/office,50.0,Business,0.7,35.0,0.0,0.0,🐎,Start: 20:43 · MileIQ
2025-09-10,Business,home/office,"150 Walmart Supercenter, Siler City, NC, 27344, United States",14.7,Business,0.7,10.29,0.0,0.0,🐎,Start: 15:20 · MileIQ
2025-09-10,Business,"150 Walmart Supercenter, Siler City, NC, 27344, United States","1782 W 3rd St, Siler City, NC, 27344, United States",4.4,Business,0.7,3.08,0.0,0.0,🐎,Start: 15:43 · MileIQ
2025-09-11,Business,home/office,"1754 W 3rd St, Siler City, NC, 27344, United States",8.0,Business,0.7,5.6,0.0,0.0,🐎,Start: 07:56 · MileIQ
2025-09-11,Business,home/office,"722 Lake Forest Dr, New London, NC, 28127, United States",50.8,Business,0.7,35.56,0.0,0.0,🐎,Start: 08:28 · MileIQ
2025-09-11,Business,"722 Lake Forest Dr, New London, NC, 28127, United States","367 Queens Way, Randleman, NC, 27317, United States",40.0,Business,0.7,28.0,0.0,0.0,🐎,Start: 11:41 · MileIQ
2025-09-11,Business,"367 Queens Way, Randleman, NC, 27317, United States","1523 E 11th St, Siler City, NC, 27344, United States",27.7,Business,0.7,19.39,0.0,0.0,🐎,Start: 18:40 · MileIQ
2025-09-11,Business,"1605 E 11th St, Siler City, NC, 27344, United States",home/office,3.2,Business,0.7,2.24,0.0,0.0,🐎,Start: 19:26 · MileIQ
2025-09-12,Business,home/office,"1609 E 11th St, Siler City, NC, 27344, United States",3.0,Business,0.7,2.1,0.0,0.0,🐎,Start: 11:49 · MileIQ
2025-09-12,Business,"1711 E 11th St, Siler City, NC, 27344, United States","915 NC-66, Kernersville, NC, 27284, United States",48.4,Business,0.7,33.88,0.0,0.0,🐎,Start: 12:13 · MileIQ
2025-09-12,Business,"806 NC-66, Kernersville, NC, 27284, United States","900 Apple St, Gibsonville, NC, 27249, United States",40.0,Business,0.7,28.0,0.0,0.0,🐎,Start: 13:13 · MileIQ
2025-09-12,Business,"902 Apple St, Gibsonville, NC, 27249, United States","3103 Alder Way, Greensboro, NC, Holden Farms, 27407, United States",24.4,Business,0.7,17.08,0.0,0.0,🐎,Start: 14:43 · MileIQ
2025-09-12,Business,"3103 Alder Way, Greensboro, NC, Holden Farms, 27407, United States","910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",3.3,Business,0.7,2.31,0.0,0.0,🐎,Start: 17:12 · MileIQ
2025-09-12,Business,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States","1101 NC-61, Whitsett, NC, 27377, United States",18.1,Business,0.7,12.67,0.0,0.0,🐎,Start: 21:08 · MileIQ
2025-09-12,Business,"1101 NC-61, Whitsett, NC, 27377, United States",home/office,34.8,Business,0.7,24.36,0.0,0.0,🐎,Start: 22:41 · MileIQ
2025-09-14,Meeting,home/office,"900 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",40.2,Business,0.7,28.14,0.0,0.0,🐎,Start: 17:07 · MileIQ
2025-09-14,Business,"2800 Patterson St, Greensboro, NC, 27407, United States","320 Federal Pl, Greensboro, NC, Downtown, 27401, United States",4.0,Business,0.7,2.8,0.0,0.0,🐎,Start: 19:37 · MileIQ
2025-09-14,Business,"115 Grovecrest Way, Greensboro, NC, Warnersville, 27406, United States",home/office,36.6,Business,0.7,25.62,0.0,0.0,🐎,Start: 21:23 · MileIQ
2025-09-15,Business,home/office,"90 E 13th Ave Ext, Lexington, NC, 27292, United States",55.4,Business,0.7,38.78,0.0,0.0,🐎,Start: 07:07 · MileIQ
2025-09-15,Business,"1500 S Main St, Lexington, NC, 27292, United States","367 Queens Way, Randleman, NC, 27317, United States",38.8,Business,0.7,27.16,0.0,0.0,🐎,Start: 09:32 · MileIQ
2025-09-15,Business,"367 Queens Way, Randleman, NC, 27317, United States","737 W Dixie Dr, Asheboro, NC, 27205, United States",18.3,Business,0.7,12.81,0.0,0.0,🐎,Start: 11:26 · MileIQ
2025-09-15,Business,"776 W Dixie Dr, Asheboro, NC, 27205, United States",home/office,20.7,Business,0.7,14.49,0.0,0.0,🐎,Start: 12:24 · MileIQ
2025-09-15,Business,home/office,"300 Walmart Supercenter, Siler City, NC, 27344, United States",3.7,Business,0.7,2.59,0.0,0.0,🐎,Start: 16:03 · MileIQ
2025-09-15,Business,"375 Walmart Supercenter, Siler City, NC, 27344, United States","1782 W 3rd St, Siler City, NC, 27344, United States",3.9,Business,0.7,2.73,0.0,0.0,🐎,Start: 16:35 · MileIQ
2025-09-16,Business,home/office,"910 S Holden Rd, Greensboro, NC, Hewitt Area, 27407, United States",36.3,Business,0.7,25.41,0.0,0.0,🐎,Start: 17:36 · MileIQ
2025-09-16,Business,"1300 S Holden Rd, Greensboro, NC, Hunter Hills, 27407, United States","900 Apple St, Gibsonville, NC, 27249, United States",22.2,Business,0.7,15.54,0.0,0.0,🐎,Start: 21:40 · MileIQ
2025-09-16,Business,"902 Apple St, Gibsonville, NC, 27249, United States",home/office,44.7,Business,0.7,31.29,0.0,0.0,🐎,Start: 23:56 · MileIQ
2025-09-17,Business,home/office,"345 Salem St, Randleman, NC, 27317, United States",25.4,Business,0.7,17.78,0.0,0.0,🐎,Start: 11:09 · MileIQ
2025-09-17,Business,"367 Queens Way, Randleman, NC, 27317, United States","103 Pointe S Dr, Randleman, NC, 27317, United States",4.4,Business,0.7,3.08,0.0,0.0,🐎,Start: 14:40 · MileIQ
2025-09-17,Business,"103 Pointe S Dr, Randleman, NC, 27317, United States","1025 High Point St, Randleman, NC, 27317, United States",2.3,Business,0.7,1.61,0.0,0.0,🐎,Start: 15:05 · MileIQ
2025-09-17,Business,"1025 High Point St, Randleman, NC, 27317, United States","423 Queens Way, Randleman, NC, 27317, United States",4.1,Business,0.7,2.87,0.0,0.0,🐎,Start: 15:29 · MileIQ
2025-09-17,Business,"367 Queens Way, Randleman, NC, 27317, United States",home/office,24.7,Business,0.7,17.29,0.0,0.0,🐎,Start: 20:37 · MileIQ
